normalized_part_number,bucket,member_count,distinct_real_canonical_ids,canonical_ids,skus
87935,multiple_real,2,2,97051|131990,DS190490|WPS-830-1114
1013030002,multiple_real,2,2,95458|174888,DS223897|VT-36-2501
6083030017,multiple_real,2,2,116141|146171,11300298|VT-18-1158
255580,multiple_real,2,2,94790|169121,DS199439|VT-17-8580
A1826002,multiple_real,2,2,91174|166211,09261092|VT-11-1233
A2578530A,multiple_real,2,2,94008|179167,DS194192|VT-10-0716
NMCON02P,multiple_real,2,2,92041|101558,21201406|21201424
3213002017,multiple_real,2,2,116161|146168,11321000|VT-18-1155
A2555036,multiple_real,2,2,95053|166783,DS194163|VT-12-1440
1863348A/C,multiple_real,2,2,94231|140630,DS174360|WPS-681-4467
K2834,multiple_real,2,2,94952|171019,04050329|VT-24-0904
A2555536,multiple_real,2,2,104802|166777,DS194168|VT-12-1428
281204,multiple_real,2,2,97525|140298,13020367|WPS-22-81204
A4412472,multiple_real,2,2,93196|170493,DS324613|VT-23-1733
A3749684,multiple_real,2,2,91003|166488,DS193157|VT-12-0564
L240436CRLED,multiple_real,2,2,97901|129969,20100772|WPS-820-0351
A8970,multiple_real,2,2,91427|166730,11060092|VT-12-1303
87804,multiple_real,2,2,92342|141302,DS189844|WPS-830-1186
102024,multiple_real,2,2,93374|138433,21020216|WPS-820-60402
77743,multiple_real,2,2,158439|168249,VT-37-8976|VT-15-7743
846H.LS,multiple_real,2,2,94637|170655,17212452|VT-23-4559
6239SK2,multiple_real,2,2,116415|146783,DS360103|VT-20-0612
105130G,multiple_real,2,2,101727|135877,04040542|WPS-812-52309
JGI4584949,multiple_real,2,2,114415|167184,DS194494|VT-14-0036
31861,multiple_real,2,2,103404|170971,04100325|VT-24-0667
JGI2700688,multiple_real,2,2,120825|174371,DS289109|VT-35-0422
JGI6053885K,multiple_real,2,2,120832|167895,DS173351|VT-15-0866
H070595SMB,multiple_real,2,2,107507|150002,06102320|VT-26-1051
9261,multiple_real,3,3,143450|144194|166677,VT-11-3253|VT-14-0254|VT-12-1156
201402,multiple_real,2,2,110443|136915,12102666|WPS-820-51157
JGI2522593K,multiple_real,2,2,120847|167900,DS173318|VT-15-0872
C3204331,multiple_real,2,2,106794|150652,05100193|VT-27-1818
78713,multiple_real,2,2,144915|174582,VT-15-8713|VT-35-2002
89236,multiple_real,3,3,148267|111196|136605,VT-23-2318|17020463|WPS-820-32022
210150,multiple_real,2,2,114414|145919,DS194499|VT-17-6000
A2400803,multiple_real,2,2,94924|166571,09500357|VT-12-0821
21064,multiple_real,2,2,112048|132135,19133006|WPS-830-1135
E280042,multiple_real,2,2,93880|175347,05211235|VT-37-0902
314004,multiple_real,2,2,99212|94652,04140511|09240211
251002,multiple_real,2,2,98051|140289,A251002|WPS-22-51002
P101401,multiple_real,2,2,130847|119959,WPS-830-1014|24010297
205120,multiple_real,2,2,92720|169107,DS199420|VT-17-8233
P101708,multiple_real,2,2,130851|114168,WPS-830-1021|DS175008
3023020011,multiple_real,2,2,92841|146253,DS223737|VT-18-3690
500775B,multiple_real,2,2,123811|137337,16021496|WPS-812-02143
40121,multiple_real,2,2,115774|153833,16100527|VT-32-6673
160904,multiple_real,2,2,92072|174003,22120103|VT-33-2023
1013030017,multiple_real,2,2,95815|174760,DS223885|VT-36-0715
78588,multiple_real,2,2,144876|169099,VT-15-8588|VT-17-8085
110411,multiple_real,2,2,125439|156607,DS0411|VT-35-0003
40130063100,multiple_real,2,2,92813|169416,DS223771|VT-18-1146
78589,multiple_real,2,2,144877|169100,VT-15-8589|VT-17-8086
296700,multiple_real,2,2,94689|169268,DS199423|VT-17-9897
1013010016,multiple_real,2,2,92787|157673,06521305|VT-36-2495
A3749641,multiple_real,2,2,92381|166444,DS193158|VT-12-0508
102005,multiple_real,3,3,91847|138442|106743,21020278|WPS-820-60411|04160060
206011PA,multiple_real,2,2,97972|154294,20010249|VT-33-0030
053324,multiple_real,2,2,107361|133721,06100210|WPS-820-54350
C6132,multiple_real,2,2,130878|175719,WPS-830-1063|VT-37-9236
102002C,multiple_real,2,2,97760|153007,21020415|VT-32-0474
61129,multiple_real,2,2,130893|164590,WPS-830-1084|VT-54-0175
1101,multiple_real,2,2,130896|99041,WPS-830-5000|09261466
A3743636,multiple_real,2,2,92370|169214,DS193152|VT-17-9830
1710,multiple_real,2,2,130906|145104,WPS-830-5010|VT-16-0705
A3513180,multiple_real,2,2,92405|168815,DS194179|VT-17-0414
204260,multiple_real,2,2,92724|169105,DS199408|VT-17-8231
20760,multiple_real,2,2,131048|156912,WPS-865-01060|VT-35-0760
20762,multiple_real,2,2,131050|157341,WPS-865-01062|VT-35-6100
E280041,multiple_real,2,2,93879|175348,05211234|VT-37-0903
5020001004,multiple_real,2,2,99715|169487,DS223355|VT-18-3252
JGI1676973T,multiple_real,2,2,92310|168045,DS174913|VT-15-1130
40111,multiple_real,3,2,126912|116818,WPS-274-0011|35011863|VT-32-0633
1013030007,multiple_real,2,2,92560|174882,DS223883|VT-36-2468
6311CH,multiple_real,2,2,101994|157374,DS390235|VT-35-9088
JGI3565406X,multiple_real,2,2,94120|168114,09341192|VT-15-1259
JGI8316251,multiple_real,2,2,94265|167394,DS194464|VT-14-0663
78478,multiple_real,2,2,144847|155028,VT-15-8478|VT-33-1682
210450,multiple_real,2,2,94763|145922,DS194500|VT-17-6003
20157,multiple_real,2,2,145865|149487,VT-17-2017|VT-25-0951
920212,multiple_real,2,2,103422|132023,DS193767|WPS-830-1126
JGI3307637,multiple_real,2,2,94245|167363,DS174478|VT-14-0630
A2400906,multiple_real,2,2,91360|166569,09500358|VT-12-0819
A4329382,multiple_real,2,2,92486|177224,DS195411|VT-44-2030
86631,multiple_real,2,2,144066|104355,VT-12-9990|09320088
A3581236,multiple_real,2,2,95054|168709,DS195169|VT-17-0161
202031,multiple_real,2,2,126379|142715,WPS-191-57018|VT-11-0959
4021,multiple_real,2,2,127812|147141,WPS-57-04021|VT-21-0343
F510216GB,multiple_real,2,2,91543|163208,14110040|VT-50-0288
105130,multiple_real,2,2,90866|135875,04040540|WPS-812-52307
A4119683,multiple_real,2,2,92477|177030,DS195402|VT-44-0423
71192,multiple_real,2,2,92081|159856,24010432|VT-40-1192
16205,multiple_real,2,2,131287|176051,WPS-87-9417|VT-39-0117
161300,multiple_real,2,2,114727|174306,DS289232|VT-35-0102
105120,multiple_real,2,2,101713|135874,04040539|WPS-812-52306
A2403901A,multiple_real,2,2,94926|166563,09500229|VT-12-0813
B160733MB,multiple_real,2,2,91591|170614,17010781|VT-23-2369
B160920,multiple_real,2,2,93323|170561,17020739|VT-23-2073
120401,multiple_real,2,2,93741|173817,09026319|VT-33-0238
2400654A,multiple_real,2,2,94076|179365,DS194141|VT-10-8324
40188,multiple_real,2,2,153498|175541,VT-32-1723|VT-37-8588
237230,multiple_real,2,2,115348|153059,21020204|VT-32-0709
K0210P2,multiple_real,3,2,102945|133911,09031567|WPS-K0210P2|VT-11-1314
053843,multiple_real,2,2,107501|138987,06102258|WPS-820-54378
JGI4584987,multiple_real,2,2,120870|167189,DS174782|VT-14-0042
710468,multiple_real,2,2,105391|144256,09263027|VT-14-1000
A3312694,multiple_real,2,2,93842|173642,21100229|VT-32-9281
A3404052,multiple_real,2,2,93963|166592,11060018|VT-12-0917
112914,multiple_real,2,2,125297|157386,10030453|VT-35-9142
254710,multiple_real,2,2,92522|169122,DS199440|VT-17-8710
205340,multiple_real,2,2,92534|169108,DS199425|VT-17-8234
794004,multiple_real,2,2,112776|136345,21100994|WPS-279-2204
78475,multiple_real,2,2,144844|155025,VT-15-8475|VT-33-1679
A2558136,multiple_real,2,2,92418|179155,DS194147|VT-10-0704
JGI1703399,multiple_real,2,2,114120|168087,DS173218|VT-15-1210
700005,one_real_rest_null,2,1,110224,11070650|WPS-70-700005
110409,multiple_real,2,2,156610|102710,VT-35-0009|DS0409
DC66,multiple_real,3,2,97197|173125,21020141|WPS-133-1083|VT-32-1065
70256,multiple_real,3,3,115800|152241|173881,21070288|VT-32-3106|VT-33-0903
206588ALED,multiple_real,2,2,112296|154633,20300115|VT-33-0902
A3758341,multiple_real,2,2,91480|169440,11320622|VT-18-3114
A1849248,multiple_real,2,2,94909|179129,09290019|VT-10-0500
1013040016,multiple_real,2,2,95470|174768,DS223541|VT-36-0765
987016,multiple_real,2,2,97026|132153,19133011|WPS-830-1195
A3581036,multiple_real,2,2,92647|166600,DS188069|VT-12-0925
1023010015,multiple_real,2,2,92762|157600,06521303|VT-36-1536
150131,multiple_real,2,2,93998|142339,DS194195|VT-10-8260
302450,multiple_real,2,2,131605|162650,WPS-820-54666|VT-49-0900
148423,multiple_real,2,2,131607|169428,WPS-820-54680|VT-18-2159
302288,multiple_real,2,2,131608|178407,WPS-820-54669|VT-51-0482
16106,multiple_real,2,2,115179|153718,V16106|VT-32-3049
148400,multiple_real,2,2,131609|103875,WPS-820-54681|11320697
148141,multiple_real,2,2,131610|103874,WPS-820-54683|11321379
148108,multiple_real,2,2,131611|169574,WPS-820-54685|VT-18-8310
237240,multiple_real,2,2,115333|153060,21020205|VT-32-0712
A3339350,multiple_real,2,2,93987|166322,DS194350|VT-12-0206
A5707,multiple_real,2,2,91491|169562,11320658|VT-18-8269
148111,multiple_real,2,2,131616|169575,WPS-820-54686|VT-18-8311
JGI3495504K,multiple_real,2,2,144436|120820,VT-15-0881|09340952
40130047060,multiple_real,2,2,92845|169394,DS223772|VT-18-1118
16739,multiple_real,2,2,131042|156747,WPS-865-01030|VT-35-0363
A6754,multiple_real,2,2,110178|169182,11060026|VT-17-9751
78021,multiple_real,2,2,114386|160143,DS193002|VT-42-0226
5016610041,multiple_real,2,2,95812|144071,DS223759|VT-13-0172
191318,multiple_real,2,2,131622|146552,WPS-820-54692|VT-19-0606
110019,multiple_real,2,2,159514|174750,VT-40-0019|VT-36-0627
A3790500,multiple_real,2,2,91483|169364,11320281|VT-18-0455
296800,multiple_real,2,2,94773|169269,11060061|VT-17-9898
191322,multiple_real,2,2,131623|146556,WPS-820-54696|VT-19-0610
62142,multiple_real,2,2,101986|144223,16010225|VT-14-0700
A2498166,multiple_real,2,2,91357|166814,09500227|VT-12-1516
JGI2700289,multiple_real,2,2,92258|167360,DS174373|VT-14-0625
JGI2526386,multiple_real,2,2,92253|167931,DS174367|VT-15-0932
JGI1754148A,multiple_real,2,2,105221|167978,DS174470|VT-15-1005
S521,multiple_real,2,2,125776|143736,S521|VT-11-9776
A3505052,multiple_real,2,2,91366|168907,09500418|VT-17-0910
1066051,multiple_real,2,2,125332|143590,09280023|VT-11-7715
202038C,multiple_real,2,2,99633|142733,09261985|VT-11-0980
62137,multiple_real,2,2,149852|124227,VT-26-0400|44020048
27400040,multiple_real,2,2,174586|173305,VT-35-2424|VT-32-2185
BG001801,multiple_real,2,2,99861|126767,18610522|WPS-27-5728
2021031,multiple_real,3,3,131914|142876|121054,WPS-191-57075|VT-11-1227|09262963
JGI1705399,multiple_real,2,2,94209|168085,DS173222|VT-15-1208
42815,multiple_real,2,2,170229|141343,VT-23-0554|WPS-820-32004
190401,multiple_real,2,2,130188|153066,WPS-820-2696|VT-32-0742
DR6B,multiple_real,3,2,91983|173666,21200046|WPS-850-08011|VT-32-9611
BA051231,multiple_real,2,2,132004|121191,WPS-27-5798BK|22110172
20813,multiple_real,2,2,132134|117578,WPS-830-1133|24010124
84081,multiple_real,2,2,132147|92339,WPS-830-1185|DS189975
JGI1738699,multiple_real,2,2,92179|168078,DS173223|VT-15-1195
JGI2925078,multiple_real,2,2,92633|167988,DS289104|VT-15-1019
40130089070,multiple_real,2,2,95455|169392,DS223753|VT-18-1116
990417,multiple_real,2,2,132155|97019,WPS-830-1197|19133010
H070789MB1,multiple_real,2,2,119616|150062,06101874|VT-26-2240
1201,multiple_real,3,3,132164|160056|98924,WPS-830-5033|VT-41-0988|09261469
1304,multiple_real,2,2,132167|104965,WPS-830-5037|09250728
8050,multiple_real,2,2,150458|152038,VT-27-1060|VT-30-8050
3534,multiple_real,2,2,150469|122907,VT-27-1072|DS3534
8374,multiple_real,2,2,138357|150752,WPS-56-8374|VT-27-8374
JGI1703007X,multiple_real,2,2,120804|144580,09342097|VT-15-1455
2291,multiple_real,2,2,150724|151567,VT-27-2291|VT-30-0776
302860,multiple_real,2,2,132285|178068,WPS-820-52453|VT-50-0622
JGI3014358,multiple_real,2,2,94191|167992,DS174040|VT-15-1023
302861,multiple_real,2,2,132286|163297,WPS-820-52454|VT-50-0623
302862,multiple_real,2,2,132287|172309,WPS-820-52455|VT-31-0025
108,multiple_real,2,2,127800|160020,WPS-57-0108|VT-41-0134
JGI3490105KF,multiple_real,2,2,120814|144522,09344617|VT-15-1334
28629,multiple_real,2,2,132567|127024,WPS-82-8299|WPS-29-1123
2M4942005,multiple_real,2,2,132593|142945,WPS-865-02001|VT-11-1351
350153,multiple_real,2,2,175578|147596,VT-37-8790|VT-22-0760
88186,multiple_real,2,2,132618|142853,WPS-820-51548|VT-11-1196
606009,multiple_real,2,2,155672|98514,VT-34-0351|07110041
36028,multiple_real,2,2,132623|148668,WPS-820-52286|VT-24-0198
2M6164005,multiple_real,2,2,132790|142951,WPS-865-02004|VT-11-1358
6164,multiple_real,2,2,132794|142465,WPS-865-02008|VT-11-0190
6164010,multiple_real,2,2,132796|142467,WPS-865-02010|VT-11-0192
6164020,multiple_real,2,2,132797|142468,WPS-865-02011|VT-11-0193
6164030,multiple_real,2,2,132798|142469,WPS-865-02012|VT-11-0194
2M6127,multiple_real,2,2,132802|142956,WPS-865-02016|VT-11-1363
2M6127030,multiple_real,2,2,132805|142959,WPS-865-02019|VT-11-1366
2M6127040,multiple_real,2,2,132806|142960,WPS-865-02020|VT-11-1367
6127,multiple_real,2,2,132807|142460,WPS-865-02021|VT-11-0185
6127030,multiple_real,2,2,132810|142463,WPS-865-02024|VT-11-0188
2M6482,multiple_real,2,2,132811|142961,WPS-865-02026|VT-11-1368
2M6482010,multiple_real,2,2,132812|142962,WPS-865-02027|VT-11-1369
500140,multiple_real,2,2,120952|178218,06302835|VT-50-1140
2M6482020,multiple_real,2,2,132813|142963,WPS-865-02028|VT-11-1370
2M6482040,multiple_real,2,2,132815|142965,WPS-865-02030|VT-11-1372
6482,multiple_real,2,2,132816|142451,WPS-865-02031|VT-11-0176
CM255,multiple_real,2,2,132876|162246,WPS-27-M255|VT-48-1812
CM256,multiple_real,2,2,132877|161907,WPS-27-M256|VT-48-0599
2021250,multiple_real,2,2,132967|99711,WPS-191-27050|09500887
241276,multiple_real,3,3,132992|167071|97518,WPS-820-54660|VT-13-0871|11200444
148422,multiple_real,3,3,132994|146194|118372,WPS-820-54720|VT-18-2158|11321583
2020260,multiple_real,2,2,121009|166243,09262866|VT-11-6127
15500,multiple_real,2,2,133020|144953,WPS-132-7065|VT-16-0388
353064,multiple_real,2,2,133108|150225,WPS-820-4064|VT-27-0457
AX068M00,multiple_real,2,2,133170|121186,WPS-27-5830|06310180
JGI6053989KF,multiple_real,2,2,99397|144494,09344618|VT-15-1332
70139,multiple_real,2,2,172170|173428,VT-30-0109|VT-32-7139
70300,multiple_real,2,2,152939|167599,VT-32-3116|VT-15-0179
190310JBS,multiple_real,2,2,152940|118642,VT-32-0178|21050124
NOBDPYH,multiple_real,3,2,113110|173332,21300138|WPS-850-08788|VT-32-5058
DP4B,multiple_real,3,2,94568|173677,21200056|WPS-850-08021|VT-32-9621
110061,multiple_real,2,2,131112|174900,WPS-87-10061|VT-36-2552
19301,multiple_real,2,2,133457|163561,WPS-830-0300|VT-50-2600
19314,multiple_real,2,2,133487|160276,WPS-830-0303|VT-42-0618
20118,multiple_real,3,3,133493|141286|149723,WPS-830-0310|WPS-830-1100|VT-25-3253
20301,multiple_real,2,2,133494|94954,WPS-830-0312|35110027
20308,multiple_real,2,2,133496|149240,WPS-830-0314|VT-25-0050
20314,multiple_real,2,2,133499|149437,WPS-830-0317|VT-25-0771
20318,multiple_real,2,2,133500|149708,WPS-830-0318|VT-25-2288
BZ080000,multiple_real,2,2,121207|139913,22100695|WPS-28-61022
21414,multiple_real,2,2,133516|148124,WPS-830-0339|VT-23-1414
21418,multiple_real,2,2,133518|148127,WPS-830-0341|VT-23-1418
77623,multiple_real,2,2,98773|160123,35010975|VT-42-0189
U080217,multiple_real,2,2,151365|172228,VT-30-0240|VT-30-0601
21411,multiple_real,2,2,133540|148123,WPS-830-0367|VT-23-1411
3576,multiple_real,2,2,95784|178638,DS3576|VT-54-0438
286082,multiple_real,2,2,160354|160113,VT-42-0998|VT-42-0164
2022,multiple_real,2,2,159642|120221,VT-40-0359|07120318
77031,multiple_real,2,2,172442|153857,VT-31-0429|VT-32-7031
DEI2114LB,multiple_real,2,2,133593|99048,WPS-827-05063|14010985
DEIOEM14LS,multiple_real,2,2,133606|99019,WPS-827-05080|14010984
DEIOEMB,multiple_real,2,2,133607|101703,WPS-827-05081|14011032
DEIOEMC,multiple_real,2,2,133608|101694,WPS-827-05082|14011033
TALONOEMB,multiple_real,2,2,133669|99027,WPS-827-05401|14011022
610,multiple_real,2,2,99857|108527,DS305501|07110045
NHCXJ12,multiple_real,2,2,123533|153838,21200369|VT-32-6678
1212,multiple_real,2,2,156415|94027,VT-34-2150|09263368
79600,multiple_real,2,2,101491|173453,08010462|VT-32-7539
302291,multiple_real,2,2,176606|177322,VT-42-1054|VT-46-0339
DC121,multiple_real,2,2,117838|154230,21020025|VT-32-9343
PCC128118,multiple_real,2,2,110419|169668,12040123|VT-20-0060
250029GB,multiple_real,2,2,176614|93424,VT-42-1164|21130494
80176B,multiple_real,2,2,163449|163433,VT-50-1514|VT-50-1305
JGI6056536,multiple_real,2,2,92309|167921,DS174780|VT-15-0919
JGI2624668D,multiple_real,2,2,167935|92307,VT-15-0939|DS174730
80211,multiple_real,2,2,178340|178272,VT-50-1875|VT-50-1505
HBCLF0201,multiple_real,2,2,127456|145400,WPS-490-9950|VT-16-1898
358885,multiple_real,2,2,126552|144936,WPS-235-8885|VT-16-0066
89445,multiple_real,2,2,134186|141793,WPS-820-51408|VT-10-0691
11503,multiple_real,2,2,166051|179011,VT-10-1770|VT-10-0175
120411MD,multiple_real,2,2,97902|154765,20100777|VT-33-1169
8106,multiple_real,2,2,155476|152045,VT-33-8106|VT-30-8106
BDL30884,multiple_real,2,2,96003|146682,DS360011|VT-20-0115
20581,multiple_real,2,2,92906|141294,19133001|WPS-830-1129
77001,multiple_real,2,2,134302|168133,WPS-276-02081|VT-15-1376
JGI3482479,multiple_real,2,2,92328|168005,DS174831|VT-15-1039
208700,multiple_real,2,2,169119|94791,VT-17-8502|DS199418
4550,multiple_real,2,2,134454|111397,WPS-821-2026|17411012
056319,multiple_real,2,2,134467|118094,WPS-820-0536|16220554
84966,multiple_real,3,3,134478|170323|103853,WPS-820-32021|VT-23-0810|17020119
120429,multiple_real,2,2,134496|155640,WPS-820-50578|VT-34-0279
193000,multiple_real,2,2,134497|146753,WPS-820-51223|VT-20-0369
BA053101,multiple_real,2,2,134542|113221,WPS-28-61008|22120814
77933,multiple_real,2,2,144756|156961,VT-15-7933|VT-35-0872
40175,multiple_real,2,2,175530|153215,VT-37-8575|VT-32-1217
10560002,multiple_real,2,2,134573|146768,WPS-827-07000|VT-20-0516
10560005,multiple_real,2,2,134574|146772,WPS-827-07002|VT-20-0550
10560006,multiple_real,2,2,134575|146828,WPS-827-07003|VT-20-0769
10560020,multiple_real,2,2,134576|146829,WPS-827-07005|VT-20-0770
10560026,multiple_real,2,2,134577|146830,WPS-827-07006|VT-20-0771
10560027,multiple_real,2,2,134578|146831,WPS-827-07007|VT-20-0772
55404,multiple_real,2,2,112799|145160,WPS-139-10014|VT-16-0920
12361,multiple_real,2,2,155593|136298,VT-34-0174|WPS-85-4165
DR4B,multiple_real,3,2,94599|173664,21200044|WPS-850-08009|VT-32-9609
2021800,multiple_real,2,2,134630|99704,WPS-191-27792T|09263276
2021850,multiple_real,2,2,134631|99648,WPS-191-27793S|09263277
334148,multiple_real,2,2,125425|142165,334148|VT-10-2560
A4356035,multiple_real,2,2,106530|166536,02130388|VT-12-0708
L226828AC,multiple_real,2,2,97738|154809,20200400|VT-33-1274
106200B,multiple_real,2,2,134676|99121,WPS-812-52299|04080374
2023150,multiple_real,2,2,143158|105347,VT-11-2029|09263220
18438,multiple_real,2,2,134898|154061,WPS-865-01426|VT-32-8438
19259,multiple_real,2,2,134917|176061,WPS-865-01434|VT-39-0143
19260,multiple_real,3,3,134918|170400|176058,WPS-865-01435|VT-23-1019|VT-39-0140
1012,multiple_real,2,2,120219|177679,09250433|VT-49-0909
2021016H,multiple_real,3,3,135081|142868|109359,WPS-191-17046|VT-11-1219|09263306
JGI3491790X,multiple_real,2,2,92173|168100,DS173193|VT-15-1231
062400,multiple_real,2,2,135220|101415,WPS-820-1365|06521570
KB258.010,multiple_real,2,2,143181|103610,VT-11-2218|WPS-824-01002
403,multiple_real,2,2,127813|149685,WPS-57-0403|VT-25-2223
347013,multiple_real,2,2,141695|102711,VT-10-0268|DS194027
C10178FP,multiple_real,2,2,144585|117672,VT-15-1479|09346316
77717,multiple_real,2,2,166752|172572,VT-15-7717|VT-31-1349
78280,multiple_real,2,2,144808|159535,VT-15-8280|VT-40-0057
78282,multiple_real,2,2,144809|160443,VT-15-8282|VT-42-1198
3023010007,multiple_real,2,2,146163|116229,VT-18-1123|DS223762
20304,multiple_real,2,2,95118|149503,35150227|VT-25-0992
20733,multiple_real,2,2,131787|156730,WPS-865-01162|VT-35-0338
77900,multiple_real,3,3,99847|148930|167520,16010175|VT-24-1405|VT-14-7900
JGI6714136,multiple_real,2,2,92314|168019,DS174893|VT-15-1070
BDL13838K,multiple_real,2,2,146800|113226,VT-20-0631|23021252
A2001C,multiple_real,2,2,124229|156673,DS390208|VT-35-0218
6482030,multiple_real,2,2,132819|142454,WPS-865-02034|VT-11-0179
302180,multiple_real,2,2,176726|103714,VT-43-0156|09400440
JGI7019,multiple_real,2,2,92393|167400,DS193632|VT-14-0674
93111,multiple_real,2,2,101421|143416,07010285|VT-11-3111
40150,multiple_real,2,2,116905|153141,20402382|VT-32-1041
8751,multiple_real,3,3,142368|150754|151286,VT-10-8751|VT-27-8751|VT-29-8751
NBR01,multiple_real,2,2,135584|173403,WPS-850-08782|VT-32-6578
78060,multiple_real,2,2,108289|174126,14050080|VT-34-0083
NO2X1202,multiple_real,3,2,123472|153259,WPS-850-08784|18610789|VT-32-1315
NOBDPYHCB,multiple_real,3,2,112978|173333,WPS-850-08790|VT-32-5059|21200810
NHD69201599A,multiple_real,3,2,123554|173338,WPS-850-08794|21201070|VT-32-5066
ATS03A,multiple_real,2,2,135664|155317,WPS-850-09001|VT-33-2276
ATS03B,multiple_real,2,2,135665|155318,WPS-850-09002|VT-33-2277
ATS03D,multiple_real,2,2,135667|153081,WPS-850-09004|VT-32-0794
ILL01,multiple_real,2,2,114672|154555,WPS-850-09013|VT-33-0713
ILL01A,multiple_real,2,2,113985|154612,WPS-850-09014|VT-33-0816
ILL01B,multiple_real,2,2,112494|154611,WPS-850-09016|VT-33-0815
ILL01E,multiple_real,2,2,135680|154779,WPS-850-09019|VT-33-1193
71350,multiple_real,2,2,172630|161400,VT-31-2104|VT-46-0256
ILLCBA,multiple_real,2,2,112523|154780,WPS-850-09030|VT-33-1194
ILLCBB,multiple_real,2,2,112524|154781,WPS-850-09031|VT-33-1195
ILLCBDR,multiple_real,2,2,135697|154994,WPS-850-09034|VT-33-1637
JGI3490194KF,multiple_real,2,2,109514|144519,09344613|VT-15-1331
5113010904,multiple_real,2,2,146166|95436,VT-18-1153|11312051
LE03,multiple_real,2,2,94360|155261,WPS-850-09046|VT-33-2138
LE03A,multiple_real,2,2,112505|155288,WPS-850-09047|VT-33-2213
